0,-4.76,0,1.08,1.06,9.42,-0.04,-0.1,0.18,0,0,0,0,7.22,-7.42,6.18,0,0,0,0,0,0,27.04,28.71,1,1,0,0,0,0,0,29478,6.68,-16,1,1,0,1
0,-4.79,0,1.34,1.11,9.48,-0.08,-0.11,0.35,0,0,0,0,6.76,-7.69,7.46,0,0,0,0,0,0,27.04,28.73,1,1,0,0,0,0,0,29557,7.25,-16,2,2,0,1
0,-4.76,0,1.3,0.77,9.24,-0.27,0.07,0.49,0,0,0,0,5.51,-7.86,9.87,0,0,0,0,0,0,27.05,28.73,1,1,0,0,0,0,0,29644,7.26,-17,3,3,0,1
0,-4.7,0,1.28,1.02,9.25,-0.43,0.17,0.28,0,0,0,0,3.94,-7.38,11.95,0,0,0,0,0,0,27.05,28.72,1,1,0,0,0,0,0,29726,7.26,-17,4,4,0,1
0,-3.47,0,0.66,-0.11,9.63,-0.37,0.19,0.16,0,0,0,0,1.58,-5.56,12.99,0,0,0,0,0,0,26.95,28.73,1,1,0,0,0,0,0,29808,7.24,-18,5,5,0,1
0,-1.5,0,0.12,-0.39,9.61,-0.33,0,0.13,0,0,0,0,-1.14,-3.26,14,0,0,0,0,0,0,26.78,28.74,1,1,0,0,0,0,0,29893,7.25,-18,6,6,0,1
0,-1.5,0,0.17,-1.04,9.47,0.05,-0.03,-0.09,0,0,0,0,-2.93,-2.67,14.24,0,0,0,0,0,0,26.74,28.73,1,1,0,0,0,0,0,29968,7.24,-17,7,7,0,1
0,-0.58,0,0.42,-0.36,9.67,0.27,-0.04,-0.13,0,0,0,0,-2.54,-2.51,13.66,0,0,0,0,0,0,26.7,28.73,1,1,0,0,0,0,0,30055,7.26,-17,8,8,0,1
0,-0.43,0,0.39,-0.19,9.41,0.16,-0.01,-0.21,0,0,0,0,-0.81,-2.61,12.75,0,0,0,0,0,0,26.69,28.73,1,1,0,0,0,0,0,30137,7.25,-16,9,9,0,1
0,-0.31,0,-0.19,0.22,9.33,0.01,0.03,-0.05,0,0,0,0,0.14,-1.79,12.38,0,0,0,0,0,0,26.68,28.74,1,1,0,0,0,0,0,30219,7.25,-16,10,10,0,1
0,-0.04,0,-0.11,0.2,9.85,-0.11,-0.12,-0.01,0,0,0,0,0.26,-0.53,12.14,0,0,0,0,0,0,26.66,28.74,1,1,0,0,0,0,0,30301,7.25,-17,11,11,0,1
0,0.28,0,0.09,-0.19,9.42,-0.1,-0.24,-0.45,0,0,0,0,-0.71,-0.93,11.55,0,0,0,0,0,0,26.63,28.75,1,1,0,0,0,0,0,30383,7.25,-18,12,12,0,1
0,0.28,0,0.5,0.01,9.53,0.05,-0.32,-0.33,0,0,0,0,-0.64,-3,10.28,0,0,0,0,0,0,26.64,28.75,1,1,0,0,0,0,0,30462,7.22,-18,13,13,0,1
0,0.4,0,0.6,-0.12,9.55,0.13,-0.11,-0.11,0,0,0,0,-0.43,-3.91,7.38,0,0,0,0,0,0,26.63,28.75,1,1,0,0,0,0,0,30549,7.25,-17,14,14,0,1
0,0.22,0,0.4,-0.35,9.73,-0.01,0.1,-0.06,0,0,0,0,-0.79,-3.17,6.76,0,0,0,0,0,0,26.64,28.75,1,1,0,0,0,0,0,30631,7.25,-16,15,15,0,1
0,-0.04,0,0.08,0.01,9.35,-0.13,0.21,0.05,0,0,0,0,-1.12,-1.62,7.08,0,0,0,0,0,0,26.66,28.77,1,1,0,0,0,0,0,30713,7.24,-15,16,16,0,1
0,-0.22,0,-0.38,0.09,9.54,-0.15,0.17,0,0,0,0,0,-0.79,0.37,7.3,0,0,0,0,0,0,26.68,28.75,1,1,0,0,0,0,0,30795,7.26,-15,17,17,0,1
0,-0.3,0,-0.55,-0.33,9.73,-0.23,0.05,-0.05,0,0,0,0,-1.45,1.94,7.11,0,0,0,0,0,0,26.7,28.76,1,1,0,0,0,0,0,30877,7.26,-16,18,18,0,1
0,-1.41,0,-0.46,-0.78,9.41,-0.25,0.01,-0.08,0,0,0,0,-3.28,2.58,6.66,0,0,0,0,0,0,26.79,28.76,1,1,0,0,0,0,0,30960,7.26,-16,19,19,0,1
0,-2.24,0,-0.67,-0.89,9.35,-0.19,0.05,-0.03,0,0,0,0,-4.97,3.17,6.4,0,0,0,0,0,0,26.86,28.77,1,1,0,0,0,0,0,31043,7.25,-16,20,20,0,1
0,-2.78,0,-0.93,-0.88,9.86,-0.07,0.07,-0.14,0,0,0,0,-5.6,4.28,6.1,0,0,0,0,0,0,26.92,28.78,1,1,0,0,0,0,0,31125,7.25,-16,21,21,0,1
0,-3.2,0,-1.06,-1.15,9.56,0.02,-0.02,-0.17,0,0,0,0,-5.91,4.98,5.27,0,0,0,0,0,0,26.96,28.79,1,1,0,0,0,0,0,31207,7.26,-16,22,22,0,1
0,-3.11,0,-1.15,-1.14,9.45,0.06,-0.12,-0.08,0,0,0,0,-6.27,5.53,4.68,0,0,0,0,0,0,26.95,28.79,1,1,0,0,0,0,0,31289,7.25,-16,23,23,0,1
0,-2.54,0,-1.08,-1.08,9.46,0.17,-0.19,-0.12,0,0,0,0,-6.05,5.5,4.13,0,0,0,0,0,0,26.91,28.82,1,1,0,0,0,0,0,31368,7.26,-16,24,24,0,1
0,-1.52,0,-0.95,-0.93,9.5,0.23,-0.25,-0.03,0,0,0,0,-5.38,4.94,3.75,0,0,0,0,0,0,26.82,28.81,1,1,0,0,0,0,0,31455,7.2,-15,25,25,0,1
0,-1.1,0,-0.74,-0.71,9.46,0.2,-0.19,0.09,0,0,0,0,-4.44,4.17,3.92,0,0,0,0,0,0,26.79,28.77,1,1,0,0,0,0,0,31537,7.25,-15,26,26,0,1
0,-0.89,0,-0.62,-0.37,9.63,0.18,-0.07,0.1,0,0,0,0,-3.15,3.59,4.53,0,0,0,0,0,0,26.77,28.78,1,1,0,0,0,0,0,31619,7.25,-14,27,27,0,1
0,-0.81,0,-0.75,-0.1,9.88,0.28,-0.09,-0.06,0,0,0,0,-1.32,3.49,4.55,0,0,0,0,0,0,26.77,28.79,1,1,0,0,0,0,0,31701,7.25,-13,28,28,0,1
